Country,City,AccentCity,Population,Latitude,Longitude
tr,adana,Adana,1249680.0,37.001667,35.32888900000001
tr,ankara,Ankara,3519177.0,39.911652,32.840305
tr,antalya,Antalya,758603.0,36.908118,30.695565
tr,batman,Batman,302204.0,37.88737800000001,41.132208
tr,bursa,Bursa,1413485.0,40.191667,29.061111
tr,denizli,Denizli,313402.0,37.774167,29.0875
tr,erzurum,Erzurum,420919.0,39.908611,41.276944
tr,eskisehir,Eskisehir,515155.0,39.776667,30.520556
tr,gaziantep,Gaziantep,1066561.0,37.059444,37.3825
tr,istanbul,Istanbul,9797536.0,41.018611,28.964722
tr,izmir,Izmir,2501895.0,38.412726,27.138376
tr,kahramanmaras,Kahramanmaras,376247.0,37.584705,36.926405
tr,kayseri,Kayseri,593164.0,38.732222,35.485278
tr,konya,Konya,876004.0,37.871354,32.484636
tr,malatya,Malatya,442046.0,38.350183,38.316669
tr,mersin,Mersin,612540.0,36.732778,34.644167
tr,samsun,Samsun,394261.0,41.286667,36.33
tr,urfa,Urfa,449785.0,37.16708,38.793919
tr,van,Van,371911.0,38.492393,43.38311
tw,chungho,Chungho,378389.0,24.9944444,121.4727778
tw,fengshan,Fengshan,334443.0,22.6333333,120.35
tw,hsinchu,Hsinchu,413683.0,24.8047222,120.9713889
tw,kaohsiung,Kaohsiung,1512832.0,22.6333333,120.35
tw,keelung,Keelung,397516.0,25.1313889,121.7375
tw,panchiao,Panchiao,491891.0,25.0391667,121.525
tw,sanchung,Sanchung,360829.0,25.0630556,121.4638889
tw,taichung,Taichung,1083582.0,24.1433333,120.6813889
tw,tainan,Tainan,734314.0,22.9933333,120.2036111
tw,taipei,Taipei,2514794.0,25.0391667,121.525
tw,taoyuan,Taoyüan,375366.0,24.9869444,121.3055556
tw,tucheng,Tucheng,332405.0,24.9833333,121.4333333
tz,arusha,Arusha,341155.0,-3.3666667,36.6833333
tz,dar es salaam,Dar es Salaam,2698651.0,-6.8,39.2833333
tz,mwanza,Mwanza,436811.0,-2.5166667,32.9
tz,zanzibar,Zanzibar,403670.0,-6.1666667,39.1833333
ua,chernihiv,Chernihiv,307683.0,51.505507,31.284875
ua,kherson,Kherson,320476.0,46.655814,32.6178
ua,kiev,Kiev,2514227.0,50.43333300000001,30.516667
ua,kryvyy rih,Kryvyy Rih,652376.0,47.90965900000001,33.380438
ua,lvov,Lvov,830000.0,49.840661,24.030451
ua,makiyivka,Makiyivka,376607.0,48.047816,37.925764
ua,odesa,Odesa,1001553.0,46.463934,30.738551
ua,poltava,Poltava,317845.0,49.593727,34.540733
ua,vinnitsa,Vinnitsa,332400.0,49.232776,28.480968
ua,vinnytsya,Vinnytsya,352113.0,49.232776,28.480968
ua,zaporizhzhya,Zaporizhzhya,796213.0,47.822892,35.190314
ug,kampala,Kampala,1353236.0,0.31555559999999994,32.5655556
us,mesa,Mesa,449878.0,33.4222222,-111.8219444
us,phoenix,Phoenix,1428509.0,33.4483333,-112.0733333
us,tucson,Tucson,518907.0,32.2216667,-110.9258333
us,anaheim,Anaheim,333689.0,33.8352778,-117.9136111
us,fresno,Fresno,465183.0,36.7477778,-119.7713889
us,long beach,Long Beach,482618.0,33.76694439999999,-118.18833329999998
us,los angeles,Los Angeles,3877129.0,34.0522222,-118.2427778
us,oakland,Oakland,394579.0,37.8044444,-122.2697222
us,sacramento,Sacramento,467898.0,38.5816667,-121.4933333
us,san diego,San Diego,1287050.0,32.7152778,-117.1563889
us,san francisco,San Francisco,732072.0,37.775,-122.4183333
us,san jose,San Jose,897460.0,37.3394444,-121.8938889
us,santa ana,Santa Ana,343054.0,33.7455556,-117.8669444
us,colorado springs,Colorado Springs,373072.0,38.8338889,-104.8208333
us,denver,Denver,555981.0,39.7391667,-104.98416670000002
us,washington,Washington,552433.0,38.895,-77.0366667
us,jacksonville,Jacksonville,797557.0,30.3319444,-81.6558333
us,miami,Miami,382894.0,25.7738889,-80.1938889
us,tampa,Tampa,324465.0,27.9472222,-82.45861109999998
us,atlanta,Atlanta,422908.0,33.7488889,-84.3880556
us,honolulu,Honolulu,384241.0,21.3069444,-157.8583333
us,chicago,Chicago,2841952.0,41.85,-87.65
us,indianapolis,Indianapolis,773283.0,39.7683333,-86.1580556
us,wichita,Wichita,355244.0,37.6922222,-97.3372222
us,new orleans,New Orleans,459336.0,29.9544444,-90.075
us,baltimore,Baltimore,610892.0,39.2902778,-76.6125
us,boston,Boston,571281.0,42.3583333,-71.0602778
us,detroit,Detroit,884941.0,42.33138889999999,-83.0458333
us,minneapolis,Minneapolis,367773.0,44.98,-93.2636111
us,kansas city,Kansas City,442028.0,39.0997222,-94.5783333
us,saint louis,Saint Louis,320916.0,38.6272222,-90.1977778
us,omaha,Omaha,413487.0,41.2586111,-95.9375
us,las vegas,Las Vegas,540111.0,36.175,-115.1363889
us,albuquerque,Albuquerque,487378.0,35.084444399999995,-106.6505556
us,new york,New York,8107916.0,40.7141667,-74.0063889
us,charlotte,Charlotte,598351.0,35.226944399999994,-80.8433333
us,raleigh,Raleigh,338759.0,35.77194439999999,-78.63888890000001
us,cincinnati,Cincinnati,306382.0,39.1619444,-84.4569444
us,cleveland,Cleveland,449514.0,41.4994444,-81.69555559999998
us,columbus,Columbus,736836.0,39.9611111,-82.99888890000003
us,toledo,Toledo,306974.0,41.6638889,-83.5552778
us,oklahoma city,Oklahoma City,532950.0,35.4675,-97.5161111
us,tulsa,Tulsa,382005.0,36.1538889,-95.9925
us,portland,Portland,540513.0,45.5236111,-122.675
us,philadelphia,Philadelphia,1453268.0,39.9522222,-75.1641667
us,pittsburgh,Pittsburgh,319494.0,40.4405556,-79.9961111
us,san juan,San Juan,418140.0,18.4683333,-66.1061111
us,memphis,Memphis,641608.0,35.14944439999999,-90.04888890000002
us,nashville,Nashville,530852.0,36.1658333,-86.7844444
us,arlington,Arlington,367535.0,32.735555600000005,-97.1077778
us,austin,Austin,678368.0,30.2669444,-97.7427778
us,dallas,Dallas,1211704.0,32.783333299999995,-96.8
us,el paso,El Paso,597181.0,31.758611100000003,-106.4863889
us,fort worth,Fort Worth,618119.0,32.7252778,-97.3205556
us,houston,Houston,2027712.0,29.763055600000005,-95.3630556
us,san antonio,San Antonio,1256810.0,29.4238889,-98.4933333
us,virginia beach,Virginia Beach,449386.0,36.8527778,-75.9783333
us,seattle,Seattle,569369.0,47.6063889,-122.33083329999998
us,milwaukee,Milwaukee,579180.0,43.0388889,-87.90638890000002
uy,montevideo,Montevideo,1305865.0,-34.85805560000001,-56.1708333
uz,andijon,Andijon,318439.0,40.65416670000001,72.3575
uz,namangan,Namangan,432479.0,40.9952778,71.6725
uz,samarkand,Samarkand,319404.0,39.65416670000001,66.9597222
uz,tashkent,Tashkent,1978078.0,41.3166667,69.25
ve,barcelona,Barcelona,424819.0,10.133333300000002,-64.7
ve,barquisimeto,Barquisimeto,809564.0,10.073888900000002,-69.3227778
ve,caracas,Caracas,1815681.0,10.5,-66.91666670000001
ve,ciudad guayana,Ciudad Guayana,746606.0,8.3533333,-62.6527778
ve,maracaibo,Maracaibo,1948269.0,10.631666699999998,-71.6405556
ve,maracay,Maracay,395412.0,10.2469444,-67.5958333
ve,maturin,Maturín,410967.0,9.75,-63.1766667
ve,petare,Petare,365959.0,10.483333300000002,-66.8166667
ve,turmero,Turmero,344746.0,10.233333300000002,-67.4833333
ve,valencia,Valencia,1385202.0,10.1805556,-68.0038889
vn,bien hoa,Biên Hòa,407224.0,10.95,106.816667
vn,da nang,Da Nang,472255.0,16.067778,108.220833
vn,hai phong,Hai Phong,602718.0,20.856111,106.682222
vn,hanoi,Hanoi,1431377.0,21.033333,105.85
vn,ha noi,Ha Noi,1431377.0,21.033333,105.85
vn,ho chi minh city,Ho Chi Minh City,3467426.0,10.75,106.666667
ye,aden,Aden,550744.0,12.7794444,45.03666670000001
za,benoni,Benoni,605363.0,-26.190851,28.311338
za,bloemfontein,Bloemfontein,463084.0,-29.121065,26.214003
za,boksburg,Boksburg,445182.0,-26.214953,28.254732
za,botshabelo,Botshabelo,309810.0,-29.123036,26.773654
za,brakpan,Brakpan,305702.0,-26.236561,28.369378
za,cape town,Cape Town,3433504.0,-33.925839,18.423218
za,durban,Durban,3120340.0,-29.857896000000004,31.029198
za,east london,East London,421562.0,-33.011051,27.910049
za,johannesburg,Johannesburg,2026466.0,-26.205171,28.049815
za,krugersdorp,Krugersdorp,378833.0,-26.092835,27.790701
za,newcastle,Newcastle,404849.0,-27.757956,29.931803
za,pietermaritzburg,Pietermaritzburg,750864.0,-29.616785,30.39278
za,port elizabeth,Port Elizabeth,967722.0,-33.917988,25.570066
za,pretoria,Pretoria,1619485.0,-25.706944,28.229444
za,soweto,Soweto,1695094.0,-26.267812,27.858492
za,tembisa,Tembisa,511671.0,-25.996363,28.226802000000006
za,vereeniging,Vereeniging,474680.0,-26.673133,27.926147
za,welkom,Welkom,432070.0,-27.986442,26.706612
zm,kitwe,Kitwe,400955.0,-12.8166667,28.2
zm,lusaka,Lusaka,1267458.0,-15.4166667,28.2833333
zm,ndola,Ndola,394559.0,-12.9666667,28.6333333
zw,bulawayo,Bulawayo,897249.0,-20.15,28.5833333
zw,chitungwiza,Chitungwiza,456206.0,-17.993888899999995,31.048055600000005
zw,harare,Harare,2213701.0,-17.8177778,31.0447222
